bn:00014445n	[wn2020:02964806n, wn:02933112n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00023613n	[wn2020:00296454n, wn:00294868n]	creeping	[A slow mode of locomotion on hands and knees or dragging the body]
bn:00027925n	[wn2020:13104669n, wn:12975207n]	myxomycota	[]
bn:00027925n	[wn2020:13104669n, wn:12975207n]	gymnomycota	[]
bn:00027925n	[wn2020:13104669n, wn:12975207n]	division_myxomycota	[]
bn:00027925n	[wn2020:13104669n, wn:12975207n]	division_gymnomycota	[Slime molds; organisms having a noncellular and multinucleate creeping vegetative phase and a propagative spore-producing stage: comprises Myxomycetes and Acrasiomycetes; in some classifications placed in the kingdom Protoctista]
bn:00027928n	[wn2020:01411330n, wn:01402381n]	phaeophyta	[]
bn:00027928n	[wn2020:01411330n, wn:01402381n]	division_phaeophyta	[Coextensive with class Phaeophyceae; in some classifications subsumed in the division Heterokontophyta]
bn:00027930n	[wn:11544769n, wn2020:11669599n]	division_pteridophyta	[Containing all the vascular plants that do not bear seeds: ferns, horsetails, club mosses, and whisk ferns; in some classifications considered a subdivision of Tracheophyta]
bn:00027930n	[wn:11544769n, wn2020:11669599n]	pteridophyta	[]
bn:00023617n	[wn2020:07886830n, wn:07793260n]	langouste	[]
bn:00023617n	[wn2020:07886830n, wn:07793260n]	rock_lobster	[]
bn:00023617n	[wn2020:07886830n, wn:07793260n]	spiny_lobster	[]
bn:00023617n	[wn2020:07886830n, wn:07793260n]	crayfish	[Warm-water lobsters without claws; those from Australia and South Africa usually marketed as frozen tails; caught also in Florida and California]
bn:00027929n	[wn2020:01396157n, wn:01387208n]	division_protista	[Eukaryotic one-celled living organisms distinct from multicellular plants and animals: protozoa, slime molds, and eukaryotic algae]
bn:00027929n	[wn2020:01396157n, wn:01387208n]	protista	[]
bn:00027931n	[wn2020:01422641n, wn:01413551n]	division_rhodophyta	[Lower plants; mostly marine and littoral eukaryotic algae]
bn:00027931n	[wn2020:01422641n, wn:01413551n]	rhodophyta	[]
bn:00010564n	[wn:06070929n, wn2020:06128955n]	ecology	[]
bn:00010564n	[wn:06070929n, wn2020:06128955n]	environmental_science	[The branch of biology concerned with the relations between organisms and their environment]
bn:00010564n	[wn:06070929n, wn2020:06128955n]	bionomics	[]
bn:00023609n	[wn:01984695n, wn2020:02003834n]	sea_crawfish	[Large edible marine crustacean having a spiny carapace but lacking the large pincers of true lobsters]
bn:00023609n	[wn:01984695n, wn2020:02003834n]	crawfish	[]
bn:00023609n	[wn:01984695n, wn2020:02003834n]	crayfish	[]
bn:00023609n	[wn:01984695n, wn2020:02003834n]	langouste	[]
bn:00023609n	[wn:01984695n, wn2020:02003834n]	rock_lobster	[]
bn:00023609n	[wn:01984695n, wn2020:02003834n]	spiny_lobster	[]
bn:00010609n	[wn2020:04255957n, wn:04212282n]	bird	[]
bn:00010609n	[wn2020:04255957n, wn:04212282n]	shuttlecock	[]
bn:00010609n	[wn2020:04255957n, wn:04212282n]	shuttle	[Badminton equipment consisting of a ball of cork or rubber with a crown of feathers]
bn:00010609n	[wn2020:04255957n, wn:04212282n]	birdie	[]
bn:00023619n	[wn:05751173n, wn2020:05805974n]	craze	[]
bn:00023619n	[wn:05751173n, wn2020:05805974n]	furor	[]
bn:00023619n	[wn:05751173n, wn2020:05805974n]	fad	[]
bn:00023619n	[wn:05751173n, wn2020:05805974n]	rage	[An interest followed with exaggerated zeal]
bn:00023619n	[wn:05751173n, wn2020:05805974n]	furore	[]
bn:00023619n	[wn:05751173n, wn2020:05805974n]	cult	[]
bn:00027919n	[wn2020:00874791n, wn:00870912n]	division	[An arithmetic operation that is the inverse of multiplication; the quotient of two numbers is computed]
bn:00010583n	[wn:06126761n, wn2020:06184926n]	biotechnology	[]
bn:00010583n	[wn:06126761n, wn2020:06184926n]	biotech	[The branch of molecular biology that studies the use of microorganisms to perform specific industrial processes]
bn:00010613n	[wn:12389501n, wn2020:12515878n]	pansy_violet	[]
bn:00010613n	[wn:12389501n, wn2020:12515878n]	bird's-foot_violet	[]
bn:00010613n	[wn:12389501n, wn2020:12515878n]	wood_violet	[]
bn:00010613n	[wn:12389501n, wn2020:12515878n]	johnny-jump-up	[]
bn:00010613n	[wn:12389501n, wn2020:12515878n]	viola_pedata	[Common violet of the eastern United States with large pale blue or purple flowers resembling pansies]
bn:00023618n	[wn2020:03161997n, wn:03128248n]	crayon	[]
bn:00023618n	[wn2020:03161997n, wn:03128248n]	wax_crayon	[Writing implement consisting of a colored stick of composition wax used for writing and drawing]
bn:00040745n	[wn2020:11588015n, wn:11463371n]	radiance	[]
bn:00040745n	[wn2020:11588015n, wn:11463371n]	glow	[]
bn:00040745n	[wn2020:11588015n, wn:11463371n]	glowing	[The amount of electromagnetic radiation leaving or arriving at a point on a surface]
bn:00023622n	[wn2020:14538070n, wn:14397889n]	flakiness	[Informal terms for insanity]
bn:00023622n	[wn2020:14538070n, wn:14397889n]	craziness	[]
bn:00023622n	[wn2020:14538070n, wn:14397889n]	daftness	[]
bn:00010599n	[wn2020:12407526n, wn:12281241n]	birch_tree	[Any betulaceous tree or shrub of the genus Betula having a thin peeling bark]
bn:00010599n	[wn2020:12407526n, wn:12281241n]	birch	[]
bn:00010620n	[wn:01712008n, wn2020:01726162n]	theropod_dinosaur	[]
bn:00010620n	[wn:01712008n, wn2020:01726162n]	theropod	[]
bn:00010620n	[wn:01712008n, wn2020:01726162n]	bird-footed_dinosaur	[Any of numerous carnivorous dinosaurs of the Triassic to Cretaceous with short forelimbs that walked or ran on strong hind legs]
bn:00010619n	[wn2020:09332317n, wn:09221571n]	bird_nest	[]
bn:00010619n	[wn2020:09332317n, wn:09221571n]	bird's_nest	[]
bn:00010619n	[wn2020:09332317n, wn:09221571n]	birdnest	[Nest where birds lay their eggs and hatch their young]
bn:00023624n	[wn2020:00515007n, wn:00512843n]	folly	[]
bn:00023624n	[wn2020:00515007n, wn:00512843n]	indulgence	[Foolish or senseless behavior]
bn:00023624n	[wn2020:00515007n, wn:00512843n]	craziness	[]
bn:00023624n	[wn2020:00515007n, wn:00512843n]	lunacy	[]
bn:00023624n	[wn2020:00515007n, wn:00512843n]	foolery	[]
bn:00023624n	[wn2020:00515007n, wn:00512843n]	tomfoolery	[]
bn:00010630n	[wn2020:02206831n, wn:02185481n]	biting_louse	[]
bn:00010630n	[wn2020:02206831n, wn:02185481n]	bird_louse	[]
bn:00010630n	[wn2020:02206831n, wn:02185481n]	louse	[Wingless insect with mouth parts adapted for biting; mostly parasitic on birds]
bn:00023625n	[wn:09976283n, wn2020:10087491n]	weirdo	[Someone deranged and possibly dangerous]
bn:00023625n	[wn:09976283n, wn2020:10087491n]	looney	[]
bn:00023625n	[wn:09976283n, wn2020:10087491n]	nutcase	[]
bn:00023625n	[wn:09976283n, wn2020:10087491n]	crazy	[]
bn:00023625n	[wn:09976283n, wn2020:10087491n]	loony	[]
bn:00023630n	[wn:12554526n, wn2020:12681584n]	locoweed	[]
bn:00023630n	[wn:12554526n, wn2020:12681584n]	crazyweed	[]
bn:00023630n	[wn:12554526n, wn2020:12681584n]	crazy_weed	[Any of several leguminous plants of western North America causing locoism in livestock]
bn:00023634n	[wn:03128519n, wn2020:03162268n]	ointment	[]
bn:00023634n	[wn:03128519n, wn2020:03162268n]	emollient	[Toiletry consisting of any of various substances in the form of a thick liquid that have a soothing and moisturizing effect when applied to the skin]
bn:00023634n	[wn:03128519n, wn2020:03162268n]	cream	[]
bn:00040847n	[wn2020:00188874n, wn:00187337n]	goal	[A successful attempt at scoring]
bn:00040844n	[wn2020:04049538n, wn:04007664n]	prod	[]
bn:00040844n	[wn2020:04049538n, wn:04007664n]	goad	[A pointed instrument that is used to prod into a state of motion]
bn:00023633n	[wn2020:07940995n, wn:07847198n]	cream	[The part of milk containing the butterfat]
bn:00010622n	[wn2020:04187085n, wn:04143712n]	straw_man	[]
bn:00010622n	[wn2020:04187085n, wn:04143712n]	scarecrow	[]
bn:00010622n	[wn2020:04187085n, wn:04143712n]	bird-scarer	[]
bn:00010622n	[wn2020:04187085n, wn:04143712n]	strawman	[]
bn:00010622n	[wn2020:04187085n, wn:04143712n]	scarer	[An effigy in the shape of a man to frighten birds away from seeds]
bn:00010628n	[wn:02843553n, wn2020:02874810n]	birdfeeder	[]
bn:00010628n	[wn:02843553n, wn2020:02874810n]	bird_feeder	[]
bn:00010628n	[wn:02843553n, wn2020:02874810n]	feeder	[An outdoor device that supplies food for wild birds]
bn:00023637n	[wn2020:15157548n, wn:15013269n]	potassium_hydrogen_tartrate	[A salt used especially in baking powder]
bn:00023637n	[wn2020:15157548n, wn:15013269n]	tartar	[]
bn:00023637n	[wn2020:15157548n, wn:15013269n]	potassium_bitartrate	[]
bn:00023637n	[wn2020:15157548n, wn:15013269n]	cream_of_tartar	[]
bn:00023643n	[wn2020:03162617n, wn:03128868n]	creamery	[A workplace where dairy products (butter and cheese etc.) are produced or sold]
bn:00023645n	[wn2020:14044682n, wn:13905792n]	line	[A slight depression in the smoothness of a surface]
bn:00023645n	[wn2020:14044682n, wn:13905792n]	crinkle	[]
bn:00023645n	[wn2020:14044682n, wn:13905792n]	seam	[]
bn:00023645n	[wn2020:14044682n, wn:13905792n]	furrow	[]
bn:00023645n	[wn2020:14044682n, wn:13905792n]	crease	[]
bn:00023645n	[wn2020:14044682n, wn:13905792n]	wrinkle	[]
bn:00010634n	[wn:12489815n, wn2020:12616873n]	poinciana_gilliesii	[A tropical flowering shrub having bright orange or red flowers; sometimes placed in genus Poinciana]
bn:00010634n	[wn:12489815n, wn2020:12616873n]	bird_of_paradise	[]
bn:00010634n	[wn:12489815n, wn2020:12616873n]	caesalpinia_gilliesii	[]
bn:00010634n	[wn:12489815n, wn2020:12616873n]	poinciana	[]
bn:00023663n	[wn2020:03163220n, wn:03129471n]	creche	[]
bn:00023663n	[wn2020:03163220n, wn:03129471n]	foundling_hospital	[A hospital where foundlings (infant children of unknown parents) are taken in and cared for]
bn:00023661n	[wn2020:10087637n, wn:09976429n]	creature	[]
bn:00023661n	[wn2020:10087637n, wn:09976429n]	wight	[A human being; `wight' is an archaic term]
bn:00023684n	[wn:04669063n, wn2020:04715162n]	creditworthiness	[Trustworthiness with money as based on a person's credit history; a general qualification for borrowing]
bn:00023720n	[wn:03130233n, wn2020:03163982n]	crematorium	[A mortuary where corpses are cremated]
bn:00023720n	[wn:03130233n, wn2020:03163982n]	crematory	[]
bn:00023731n	[wn:00911572n, wn2020:00915756n]	crenelation	[]
bn:00023731n	[wn:00911572n, wn2020:00915756n]	crenellation	[The action of constructing ramparts with gaps for firing guns or arrows]
bn:00010637n	[wn2020:10877926n, wn:10765679n]	wanderer	[]
bn:00010637n	[wn2020:10877926n, wn:10765679n]	rover	[]
bn:00010637n	[wn2020:10877926n, wn:10765679n]	roamer	[]
bn:00010637n	[wn2020:10877926n, wn:10765679n]	bird_of_passage	[Someone who leads a wandering unsettled life]
bn:00023739n	[wn2020:14968503n, wn:14826173n]	crepe	[]
bn:00023739n	[wn2020:14968503n, wn:14826173n]	crepe_paper	[Paper with a crinkled texture; usually colored and used for decorations]
bn:00023733n	[wn:09709531n, wn2020:09819777n]	creole	[A person descended from French ancestors in southern United States (especially Louisiana)]
bn:00023756n	[wn2020:07826208n, wn:07732747n]	cress	[Pungent leaves of any of numerous cruciferous herbs]
bn:00010632n	[wn:01805801n, wn2020:01821404n]	bird_of_juno	[Very large terrestrial southeast Asian pheasant often raised as an ornamental bird]
bn:00010632n	[wn:01805801n, wn2020:01821404n]	peafowl	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	dusk	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	gloaming	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	twilight	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	crepuscule	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	crepuscle	[The time of day immediately following sunset]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	evenfall	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	fall	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	gloam	[]
bn:00023747n	[wn2020:15315519n, wn:15169421n]	nightfall	[]
bn:00023763n	[wn:02057330n, wn2020:02077415n]	crested_penguin	[Small penguin of the Falkland Islands and New Zealand]
bn:00023763n	[wn:02057330n, wn2020:02077415n]	rock_hopper	[]
bn:00040833n	[wn2020:00506471n, wn:00504325n]	go	[]
bn:00040833n	[wn2020:00506471n, wn:00504325n]	go_game	[A board game for two players who place counters on a grid; the object is to surround and so capture the opponent's counters]
bn:00040860n	[wn:02600298n, wn2020:02628483n]	goatfish	[]
bn:00040860n	[wn:02600298n, wn2020:02628483n]	red_mullet	[]
bn:00040860n	[wn:02600298n, wn2020:02628483n]	surmullet	[]
bn:00040860n	[wn:02600298n, wn2020:02628483n]	mullus_surmuletus	[Brightly colored tropical fishes with chin barbels]
bn:00040868n	[wn:07070321n, wn2020:07159641n]	gobbledygook	[Incomprehensible or pompous jargon of specialists]
bn:00010639n	[wn:01604330n, wn2020:01617146n]	bird_of_prey	[]
bn:00010639n	[wn:01604330n, wn2020:01617146n]	raptorial_bird	[Any of numerous carnivorous birds that hunt and kill other animals]
bn:00010639n	[wn:01604330n, wn2020:01617146n]	raptor	[]
bn:00023760n	[wn2020:03164787n, wn:03131038n]	crest	[(heraldry) in medieval times, an emblem used to decorate a helmet]
bn:00040874n	[wn:03443371n, wn2020:03479777n]	goblet	[A drinking glass with a base and stem]
bn:00023801n	[wn:01651487n, wn2020:01665133n]	cricket_frog	[Either of two frogs with a clicking call]
bn:00040877n	[wn2020:02647707n, wn:02619165n]	goby	[]
bn:00040877n	[wn2020:02647707n, wn:02619165n]	gudgeon	[Small spiny-finned fish of coastal or brackish waters having a large head and elongated tapering body having the ventral fins modified as a sucker]
bn:00023805n	[wn:10719132n, wn2020:10831286n]	crier	[(formerly) an official who made public announcements]
bn:00023805n	[wn:10719132n, wn2020:10831286n]	town_crier	[]
bn:00040873n	[wn2020:01453259n, wn:01443243n]	gudgeon	[]
bn:00040873n	[wn2020:01453259n, wn:01443243n]	gobio_gobio	[Small slender European freshwater fish often used as bait by anglers]
bn:00010631n	[wn:01613294n, wn2020:01626225n]	bird_of_jove	[Any of various large keen-sighted diurnal birds of prey noted for their broad wings and strong soaring flight]
bn:00010631n	[wn:01613294n, wn2020:01626225n]	eagle	[]
bn:00010650n	[wn:02843465n, wn2020:02874722n]	birdcall	[A device for imitating a birdcall]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	mariner	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	seaman	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	tar	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	jack-tar	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	jack	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	old_salt	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	seafarer	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	gob	[]
bn:00040864n	[wn:10294602n, wn2020:10406314n]	sea_dog	[A man who serves as a sailor]
bn:00010649n	[wn:06796642n, wn2020:06864037n]	birdcall	[]
bn:00010649n	[wn:06796642n, wn2020:06864037n]	birdsong	[]
bn:00010649n	[wn:06796642n, wn2020:06864037n]	call	[]
bn:00010649n	[wn:06796642n, wn2020:06864037n]	song	[The characteristic sound produced by a bird]
bn:00023810n	[wn2020:08343548n, wn:08246302n]	family	[A loose affiliation of gangsters in charge of organized criminal activities]
bn:00023810n	[wn2020:08343548n, wn:08246302n]	mob	[]
bn:00023810n	[wn2020:08343548n, wn:08246302n]	crime_syndicate	[]
bn:00023810n	[wn2020:08343548n, wn:08246302n]	syndicate	[]
bn:00040890n	[wn:10134760n, wn2020:10246170n]	godfather	[Any man who serves as a sponsor for a child at baptism]
bn:00023797n	[wn2020:00478496n, wn:00476389n]	cricket	[A game played with a ball and bat by two teams of 11 players; teams take turns trying to score runs]
bn:00023823n	[wn2020:01203816n, wn:01198307n]	criminal_prosecution	[The institution and conduct of legal proceedings against a defendant for criminal behavior]
bn:00023823n	[wn2020:01203816n, wn:01198307n]	prosecution	[]
bn:00010652n	[wn2020:13730041n, wn:13595276n]	birdie	[(golf) a score of one stroke under par on a hole]
bn:00040876n	[wn:09543748n, wn2020:09656410n]	goblin	[]
bn:00040876n	[wn:09543748n, wn2020:09656410n]	hob	[]
bn:00040876n	[wn:09543748n, wn2020:09656410n]	hobgoblin	[(folklore) a small grotesque supernatural creature that makes trouble for human beings]
bn:00010653n	[wn2020:14844466n, wn:14702703n]	birdlime	[]
bn:00010653n	[wn2020:14844466n, wn:14702703n]	lime	[A sticky adhesive that is smeared on small branches to capture small birds]
bn:00040893n	[wn:04828754n, wn2020:04876441n]	ungodliness	[]
bn:00040893n	[wn:04828754n, wn2020:04876441n]	godlessness	[Impiety by virtue of not being a godly person]
bn:00010658n	[wn2020:00345576n, wn:00343894n]	logrolling	[Rotating a log rapidly in the water (as a competitive sport)]
bn:00010658n	[wn2020:00345576n, wn:00343894n]	birling	[]
bn:00040907n	[wn:10135297n, wn2020:10246707n]	goffer	[]
bn:00040907n	[wn:10135297n, wn2020:10246707n]	gopher	[A zealously energetic person (especially a salesman)]
bn:00010672n	[wn2020:03130125n, wn:03096593n]	contraceptive	[]
bn:00010672n	[wn2020:03130125n, wn:03096593n]	preventative	[]
bn:00010672n	[wn2020:03130125n, wn:03096593n]	preventive	[]
bn:00010672n	[wn2020:03130125n, wn:03096593n]	prophylactic_device	[]
bn:00010672n	[wn2020:03130125n, wn:03096593n]	contraceptive_device	[]
bn:00010672n	[wn2020:03130125n, wn:03096593n]	birth_control_device	[An agent or device intended to prevent conception]
bn:00023815n	[wn:09977660n, wn2020:10088841n]	felon	[]
bn:00023815n	[wn:09977660n, wn2020:10088841n]	criminal	[]
bn:00023815n	[wn:09977660n, wn2020:10088841n]	malefactor	[Someone who has committed a crime or has been legally convicted of a crime]
bn:00023815n	[wn:09977660n, wn2020:10088841n]	outlaw	[]
bn:00023815n	[wn:09977660n, wn2020:10088841n]	crook	[]
bn:00023832n	[wn:03150232n, wn2020:03184124n]	crimper	[A mechanical device consisting of a cylindrical tube around which the hair is wound to curl it]
bn:00023832n	[wn:03150232n, wn2020:03184124n]	roller	[]
