bn:00014445n	[wn:02933112n, wn2020:02964806n]	cabinet	[A piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display]
bn:00058797n	[wn:13384341n, wn2020:13518068n]	retirement_benefit	[]
bn:00058797n	[wn:13384341n, wn2020:13518068n]	superannuation	[A monthly payment made to someone who is retired from work]
bn:00064428n	[wn2020:05928636n, wn:05872477n]	principle	[A basic truth or law or assumption]
bn:00064447n	[wn2020:04046349n, wn:04004475n]	printer	[]
bn:00064447n	[wn2020:04046349n, wn:04004475n]	printing_machine	[A machine that prints]
bn:00058792n	[wn2020:00520512n, wn:00518303n]	oktoberfest	[An autumn festival that involves merrymaking and drinking beer]
bn:00064465n	[wn:04273064n, wn2020:04317009n]	prism_spectroscope	[An optical instrument for spectrographic analysis]
bn:00064465n	[wn:04273064n, wn2020:04317009n]	spectroscope	[]
bn:00058855n	[wn:04927445n, wn2020:04976574n]	oldness	[The opposite of youngness]
bn:00058842n	[wn2020:12253492n, wn:12127237n]	panicum_capillare	[North American grass with slender brushy panicles; often a weed on cultivated land]
bn:00058842n	[wn2020:12253492n, wn:12127237n]	tumble_grass	[]
bn:00058842n	[wn2020:12253492n, wn:12127237n]	witch_grass	[]
bn:00058842n	[wn2020:12253492n, wn:12127237n]	witchgrass	[]
bn:00058842n	[wn2020:12253492n, wn:12127237n]	old_witch_grass	[]
bn:00058842n	[wn2020:12253492n, wn:12127237n]	old_witchgrass	[]
bn:00064457n	[wn:00937476n, wn2020:00941826n]	printmaking	[Artistic design and manufacture of prints as woodcuts or silkscreens]
bn:00064464n	[wn2020:14022937n, wn:13884511n]	prism	[A polyhedron with two congruent and parallel faces (the bases) and whose lateral faces are parallelograms]
bn:00058889n	[wn:12301038n, wn2020:12427323n]	olive	[Hard yellow often variegated wood of an olive tree; used in cabinetwork]
bn:00058886n	[wn2020:14647968n, wn:14507148n]	oliguria	[Abnormally small production of urine; can be a symptom of kidney disease or obstruction of the urinary tract or edema or an imbalance of fluids and electrolytes in the body]
bn:00058891n	[wn2020:05024264n, wn:04974340n]	olive	[A yellow-green color of low brightness and saturation]
bn:00064472n	[wn2020:15370887n, wn:15224692n]	sentence	[]
bn:00064472n	[wn2020:15370887n, wn:15224692n]	time	[The period of time a prisoner is imprisoned]
bn:00064472n	[wn2020:15370887n, wn:15224692n]	prison_term	[]
bn:00064476n	[wn2020:04668922n, wn:04622932n]	privateness	[]
bn:00064476n	[wn2020:04668922n, wn:04622932n]	seclusion	[The quality of being secluded from the presence or view of others]
bn:00064476n	[wn2020:04668922n, wn:04622932n]	privacy	[]
bn:00058893n	[wn2020:05017899n, wn:04968139n]	olive_green	[]
bn:00058893n	[wn2020:05017899n, wn:04968139n]	olive-green	[A color that is lighter and greener than olive]
bn:00064453n	[wn:06677302n, wn2020:06743840n]	printing_process	[Reproduction by applying ink to paper as for publication]
bn:00064453n	[wn:06677302n, wn2020:06743840n]	printing	[]
bn:00064490n	[wn2020:05231970n, wn:05179567n]	privilege	[(law) the right to refuse to divulge information obtained in a confidential relationship]
bn:00058899n	[wn:12300840n, wn2020:12427125n]	olive_tree	[A tree of the genus Olea cultivated for its fruit]
bn:00064487n	[wn:12307756n, wn2020:12434041n]	privet	[Any of various Old World shrubs having smooth entire leaves and terminal panicles of small white flowers followed by small black berries; many used for hedges]
bn:00058911n	[wn:10377291n, wn2020:10489101n]	olympian	[An athlete who participates in the Olympic games]
bn:00064500n	[wn2020:10592355n, wn:10480583n]	pro	[An athlete who plays for pay]
bn:00064500n	[wn2020:10592355n, wn:10480583n]	professional	[]
bn:00058909n	[wn:15204720n, wn2020:15350910n]	olympiad	[One of the four-year intervals between Olympic Games; used to reckon time in ancient Greece for twelve centuries beginning in 776 BC]
bn:00064486n	[wn:04006067n, wn2020:04047941n]	privateer	[A privately owned warship commissioned to prey on the commercial shipping or warships of an enemy nation]
bn:00064497n	[wn:04487996n, wn2020:04533098n]	prize	[Something given as a token of victory]
bn:00064497n	[wn:04487996n, wn2020:04533098n]	trophy	[]
bn:00064506n	[wn:05975258n, wn2020:06032111n]	probabilism	[(philosophy) the doctrine that (since certainty is unattainable) probability is a sufficient basis for belief and action]
bn:00064520n	[wn:04006411n, wn2020:04048285n]	probe	[A flexible slender surgical instrument with a blunt end that is used to explore wounds or body cavities]
bn:00064519n	[wn:10477713n, wn2020:10589485n]	student_nurse	[A nurse in training who is undergoing a trial period]
bn:00064519n	[wn:10477713n, wn2020:10589485n]	probationer	[]
bn:00064512n	[wn2020:06609357n, wn:06544432n]	probate_will	[A judicial certificate saying that a will is genuine and conferring on the executors the power to administer the estate]
bn:00064512n	[wn2020:06609357n, wn:06544432n]	probate	[]
bn:00064517n	[wn:01258251n, wn2020:01264161n]	probation	[(law) a way of dealing with offenders without imprisoning them; a defendant found guilty of a crime is released by the court without imprisonment subject to conditions imposed by the court]
bn:00064800n	[wn:04013176n, wn2020:04055105n]	proscenium_wall	[The wall that separates the stage from the auditorium in a modern theater]
bn:00064800n	[wn:04013176n, wn2020:04055105n]	proscenium	[]
bn:00058905n	[wn:01634227n, wn2020:01647813n]	proteus_anguinus	[European aquatic salamander with permanent external gills that lives in caves]
bn:00058905n	[wn:01634227n, wn2020:01647813n]	olm	[]
bn:00064814n	[wn2020:02521233n, wn:02495789n]	prosimii	[]
bn:00064814n	[wn2020:02521233n, wn:02495789n]	suborder_prosimii	[Not used in all classifications; in some classifications considered coextensive with the Lemuroidea; in others includes both Lemuroidea and Tarsioidea]
bn:00058918n	[wn2020:06981025n, wn:06911484n]	omaha	[The Dhegiha dialect spoken by the Omaha]
bn:00064810n	[wn:07246382n, wn2020:07337436n]	proselytism	[The practice of proselytizing]
bn:00064819n	[wn:14489699n, wn2020:14630484n]	prosperity	[An economic state of growth with rising profits and full employment]
bn:00064818n	[wn2020:07256330n, wn:07165506n]	prospectus	[A formal written offer to sell securities (filed with the SEC) that sets forth a plan for a (proposed) business enterprise]
bn:00058920n	[wn2020:09836453n, wn:09725653n]	omani	[A native or inhabitant of Oman]
bn:00058928n	[wn:07355014n, wn2020:07446257n]	z	[The ending of a series or sequence]
bn:00058928n	[wn:07355014n, wn2020:07446257n]	omega	[]
bn:00064833n	[wn2020:00342791n, wn:00341109n]	prostration	[The act of assuming a prostrate position]
bn:00064822n	[wn2020:05384782n, wn:05331404n]	prostate_gland	[]
bn:00064822n	[wn2020:05384782n, wn:05331404n]	prostate	[A firm partly muscular chestnut sized gland in males at the neck of the urethra; produces a viscid secretion that is the fluid part of semen]
bn:00064838n	[wn:04014297n, wn2020:04056244n]	protective_cover	[]
bn:00064838n	[wn:04014297n, wn2020:04056244n]	protection	[A covering that is intend to protect from damage or injury]
bn:00064838n	[wn:04014297n, wn2020:04056244n]	protective_covering	[]
bn:00064851n	[wn:04723622n, wn2020:04770072n]	protectiveness	[The quality of providing protection]
bn:00058929n	[wn2020:06904478n, wn:06836599n]	omega	[The last (24th) letter of the Greek alphabet]
bn:00064845n	[wn2020:05028716n, wn:04978792n]	protective_coloration	[Coloration making an organism less visible or attractive to predators]
bn:00064865n	[wn2020:09789563n, wn:09679316n]	protestant	[An adherent of Protestantism]
bn:00058935n	[wn:07286368n, wn2020:07377611n]	omen	[]
bn:00058935n	[wn:07286368n, wn2020:07377611n]	presage	[]
bn:00058935n	[wn:07286368n, wn2020:07377611n]	portent	[]
bn:00058935n	[wn:07286368n, wn2020:07377611n]	prognostication	[]
bn:00058935n	[wn:07286368n, wn2020:07377611n]	prognostic	[]
bn:00058935n	[wn:07286368n, wn2020:07377611n]	prodigy	[A sign of something about to happen]
bn:00064866n	[wn:08087570n, wn2020:08184118n]	protestant_church	[]
bn:00064866n	[wn:08087570n, wn2020:08184118n]	protestant	[The Protestant churches and denominations collectively]
bn:00058951n	[wn2020:10489352n, wn:10377542n]	omnivore	[A person who eats all kinds of foods]
bn:00058948n	[wn2020:14599582n, wn:14459185n]	omnipotence	[The state of being omnipotent; having unlimited power]
bn:00064884n	[wn:06664981n, wn2020:06731440n]	protocol	[Forms of ceremony and etiquette observed by diplomats and heads of state]
bn:00058959n	[wn:04445952n, wn2020:04490667n]	on-off_switch	[]
bn:00058959n	[wn:04445952n, wn2020:04490667n]	toggle	[]
bn:00058959n	[wn:04445952n, wn2020:04490667n]	on/off_switch	[A hinged switch that can assume either of two positions]
bn:00058959n	[wn:04445952n, wn2020:04490667n]	toggle_switch	[]
bn:00058952n	[wn2020:02095786n, wn:02075612n]	omnivore	[An animal that feeds on both animal and vegetable substances]
bn:00064892n	[wn2020:01734720n, wn:01719914n]	protomammal	[Probably warm-blooded; considered direct ancestor of mammals]
bn:00064892n	[wn2020:01734720n, wn:01719914n]	therapsid	[]
bn:00058965n	[wn2020:10489443n, wn:10377633n]	oncologist	[A specialist in oncology]
bn:00058989n	[wn:13738327n, wn2020:13875184n]	tenth	[]
bn:00058989n	[wn:13738327n, wn2020:13875184n]	one-tenth	[]
bn:00058989n	[wn:13738327n, wn2020:13875184n]	ten_percent	[A tenth part; one part in ten equal parts]
bn:00058989n	[wn:13738327n, wn2020:13875184n]	tenth_part	[]
bn:00064868n	[wn:08475929n, wn2020:08573873n]	reformation	[]
bn:00064868n	[wn:08475929n, wn2020:08573873n]	protestant_reformation	[A religious movement of the 16th century that began as an attempt to reform the Roman Catholic Church and resulted in the creation of Protestant churches]
bn:00059000n	[wn:04113641n, wn2020:04156932n]	one_shot	[A charge of ammunition for a single shot]
bn:00059000n	[wn:04113641n, wn2020:04156932n]	unit_of_ammunition	[]
bn:00059000n	[wn:04113641n, wn2020:04156932n]	round	[]
bn:00058998n	[wn:13752679n, wn2020:13889636n]	one_million_million_million	[The number that is represented as a one followed by 18 zeros]
bn:00058998n	[wn:13752679n, wn2020:13889636n]	trillion	[]
bn:00064911n	[wn2020:04941085n, wn:04892970n]	providence	[The prudence and care exercised by someone in the management of resources]
bn:00059006n	[wn2020:12559683n, wn:12433081n]	onion	[The bulb of an onion plant]
bn:00064939n	[wn:10487026n, wn2020:10598852n]	prude	[]
bn:00064939n	[wn:10487026n, wn2020:10598852n]	puritan	[A person excessively concerned about propriety and decorum]
bn:00059001n	[wn:09663999n, wn2020:09774481n]	oneida	[A member of the Iroquoian people formerly living east of Lake Ontario]
bn:00064945n	[wn:10487182n, wn2020:10599008n]	trimmer	[A worker who thins out and trims trees and shrubs]
bn:00064945n	[wn:10487182n, wn2020:10599008n]	pruner	[]
bn:00064940n	[wn:04892794n, wn2020:04940909n]	prudence	[Discretion in practical affairs]
bn:00059007n	[wn:07722217n, wn2020:07815386n]	onion	[An aromatic flavorful vegetable]
bn:00064942n	[wn:07752602n, wn2020:07846143n]	prune	[Dried plum]
bn:00059028n	[wn:12552893n, wn2020:12679951n]	restharrow	[]
bn:00059028n	[wn:12552893n, wn2020:12679951n]	ononis_repens	[European woody plant having pink flowers and unifoliate leaves and long tough roots; spreads by underground runners]
bn:00059028n	[wn:12552893n, wn2020:12679951n]	rest-harrow	[]
bn:00064947n	[wn:00360143n, wn2020:00361825n]	pruning	[The act of trimming a plant]
bn:00059026n	[wn2020:09774603n, wn:09664121n]	onondaga	[A member of the Iroquoian people formerly living between Lake Champlain and the Saint Lawrence River]
bn:00059029n	[wn2020:12680172n, wn:12553114n]	restharrow	[]
bn:00059029n	[wn2020:12680172n, wn:12553114n]	ononis_spinosa	[Eurasian plant having loose racemes of pink or purple flowers and spiny stems and tough roots]
bn:00059029n	[wn2020:12680172n, wn:12553114n]	rest-harrow	[]
bn:00064962n	[wn2020:09859386n, wn:09748648n]	prussian	[A German inhabitant of Prussia]
bn:00059033n	[wn:06162979n, wn2020:06221943n]	ontology	[(computer science) a rigorous and exhaustive organization of some knowledge domain that is usually hierarchical and contains all the relevant entities and their relations]
bn:00064975n	[wn:01668665n, wn2020:01682383n]	yellow-bellied_terrapin	[]
bn:00064975n	[wn:01668665n, wn2020:01682383n]	slider	[]
bn:00064975n	[wn:01668665n, wn2020:01682383n]	pseudemys_scripta	[Freshwater turtle of United States and South America; frequently raised commercially; some young sold as pets]
bn:00064952n	[wn2020:12769667n, wn:12642200n]	prunus_avium	[Large Eurasian tree producing small dark bitter fruit in the wild but edible sweet fruit under cultivation]
bn:00064952n	[wn2020:12769667n, wn:12642200n]	sweet_cherry	[]
bn:00089608v	[wn2020:00087365v, wn:00086835v]	inoculate	[]
bn:00089608v	[wn2020:00087365v, wn:00086835v]	vaccinate	[Perform vaccinations or produce immunity in by inoculation]
bn:00089608v	[wn2020:00087365v, wn:00086835v]	immunize	[]
bn:00089608v	[wn2020:00087365v, wn:00086835v]	immunise	[]
bn:00064972n	[wn2020:02692634n, wn:02663211n]	psetta_maxima	[A large brownish European flatfish]
bn:00064972n	[wn2020:02692634n, wn:02663211n]	turbot	[]
bn:00089791v	[wn:00829107v, wn2020:00834581v]	learn	[]
bn:00089791v	[wn:00829107v, wn2020:00834581v]	instruct	[Impart skills or knowledge to]
bn:00089791v	[wn:00829107v, wn2020:00834581v]	teach	[]
bn:00089810v	[wn2020:01452237v, wn:01440378v]	intercept	[]
bn:00089810v	[wn2020:01452237v, wn:01440378v]	stop	[Seize on its way]
bn:00089909v	[wn:00228236v, wn2020:00229870v]	irrigate	[Supply with water, as with channels or ditches or streams]
bn:00089909v	[wn:00228236v, wn2020:00229870v]	water	[]
bn:00064991n	[wn2020:06904372n, wn:06836493n]	psi	[The 23rd letter of the Greek alphabet]
bn:00064996n	[wn:14400979n, wn2020:14541160n]	psilosis	[A chronic disorder that occurs in tropical and non-tropical forms and in both children and adults; nutrients are not absorbed; symptoms include foul-smelling diarrhea and emaciation]
bn:00064996n	[wn:14400979n, wn2020:14541160n]	tropical_sprue	[]
bn:00064996n	[wn:14400979n, wn2020:14541160n]	sprue	[]
bn:00089932v	[wn2020:01239101v, wn:01230350v]	stab	[]
bn:00089932v	[wn2020:01239101v, wn:01230350v]	jab	[Stab or pierce]
bn:00065012n	[wn:10490141n, wn2020:10601967n]	psychotic_person	[]
bn:00065012n	[wn:10490141n, wn2020:10601967n]	psychotic	[]
bn:00065012n	[wn:10490141n, wn2020:10601967n]	psycho	[A person afflicted with psychosis]
bn:00065010n	[wn:10488309n, wn2020:10600135n]	psychic	[A person apparently sensitive to things beyond the natural range of perception]
bn:00065008n	[wn2020:08389662n, wn:08292298n]	psychedelia	[The subculture of users of psychedelic drugs]
bn:00065018n	[wn:13543231n, wn2020:13677576n]	psychogenesis	[The development in the life of an individual of some disorder that is caused by psychological rather than physiological factors]
bn:00065016n	[wn:13844518n, wn2020:13982078n]	psychodynamics	[The interrelation of conscious and unconscious processes and emotions that determine personality and motivation]
bn:00089941v	[wn2020:02084625v, wn:02064131v]	mob	[]
bn:00089941v	[wn2020:02084625v, wn:02064131v]	pack	[]
bn:00089941v	[wn2020:02084625v, wn:02064131v]	throng	[]
bn:00089941v	[wn2020:02084625v, wn:02064131v]	pile	[]
bn:00089941v	[wn2020:02084625v, wn:02064131v]	jam	[Press tightly together or cram]
bn:00090039v	[wn2020:01192835v, wn:01184625v]	maintain	[Supply with necessities and support]
bn:00090039v	[wn2020:01192835v, wn:01184625v]	sustain	[]
bn:00090039v	[wn2020:01192835v, wn:01184625v]	keep	[]
bn:00090198v	[wn2020:01432670v, wn:01420928v]	paddle	[]
bn:00090198v	[wn2020:01432670v, wn:01420928v]	larrup	[Give a spanking to; subject to a spanking]
bn:00090198v	[wn2020:01432670v, wn:01420928v]	spank	[]
bn:00065084n	[wn2020:08504646n, wn:08407140n]	public_charity	[A charity that is deemed to receive the major part of its support from the public (rather than from a small group of individuals)]
bn:00090214v	[wn:01514655v, wn2020:01527831v]	launch	[Propel with force]
bn:00090219v	[wn:01535246v, wn2020:01548718v]	wash	[]
bn:00090219v	[wn:01535246v, wn2020:01548718v]	launder	[Cleanse with a cleaning agent, such as soap, and water]
bn:00065087n	[wn:07144190n, wn2020:07235026n]	ventilation	[Free and open discussion of (or debate on) some question of public interest]
bn:00065087n	[wn:07144190n, wn2020:07235026n]	public_discussion	[]
bn:00090221v	[wn2020:00036944v, wn:00036362v]	wash	[]
bn:00090221v	[wn2020:00036944v, wn:00036362v]	lave	[Cleanse (one's body) with soap and water]
bn:00090229v	[wn:02265979v, wn2020:02290164v]	lay_aside	[]
bn:00090229v	[wn:02265979v, wn2020:02290164v]	save_up	[Accumulate money for future use]
bn:00090229v	[wn:02265979v, wn2020:02290164v]	save	[]
bn:00065068n	[wn:08156948n, wn2020:08253794n]	ptolemaic_dynasty	[An ancient dynasty of Macedonian kings who ruled Egypt from 323 BC to 30 BC; founded by Ptolemy I and ended with Cleopatra]
